                      name                       |                      name                       |                                                                           show_trgm                                                                           |                                                                         show_trgm                                                                         | similarity 
 Cheesecake Factory                              | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 Cheesecake Factory                              | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 Cheesecake Factory                              | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 Cheesecake Factory                              | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 Cheesecake Factory                              | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |   0.823529
 Cheesecake Factoy                               | Cheesecake Facory                               | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ory,sec}                                                                                         |     0.8125
 Cheesecake Factory                              | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecake Factory                              | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecake Factory                              | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecake Factory                              | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecake Factory                              | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecake Factoy                               | Cheesecake Factoirfy                            | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,sec,toy}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.789474
 Cheesecakw Factolry                             | Cheesecake Factoirfy                            | {act,akw,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,lry,olr,sec,tol}                                                                                     | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,irf,oir,rfy,sec,toi}                                                                             |   0.736842
 Cheesecake Facort                               | Cheesecake Factory                              | {aco,ake,c#,cak,che,che!,cor,eca,ees,ese,f#,fac,fac!,hee,ort,sec}                                                                                             | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |   0.764706
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
 Cheesecake Factory                              | Cheesecake Factory                              | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                         | {act,ake,c#,cak,che,che!,cto,eca,ees,ese,f#,fac,fac!,hee,ory,sec,tor}                                                                                     |          1
